Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2012,5,MI,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served)",8,0,8,0,8,"chicken, pulled",,Chicken,,,,,
2012,6,PA,Food,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,"sushi, unspecified; chicken, other",,Multiple,,,,,
2012,3,AZ,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,,,,,,
2012,5,CA,Food,Salmonella enterica,Newport,Confirmed,Private home/residence; Grocery store,7,1,7,0,7,,,,,,,,
2012,7,OH,Food,Norovirus Genogroup I,GI.6,Suspected,Restaurant - other or unknown type,3,0,3,0,3,,,,,,,,
2012,7,OH,Food,Campylobacter unknown,,Confirmed,Caterer (food prepared off-site from where served),24,1,24,0,24,,,,,,,,
2012,7,MN,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,eggs,egg,Eggs,,,,,
2012,4,AZ,Food,Norovirus Genogroup II; Other - Bacterium,,Suspected; Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,4,UT,Food,Norovirus,,Confirmed,,35,0,25,0,25,,,,,,,,
2012,1,CA,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,burrito (bean & cheese),,Multiple,,,,,
2012,5,CA,Food,Campylobacter unknown,,Confirmed,Prison/jail,6,0,6,0,6,,,,,,,,
2012,6,AK,Food,,,,Restaurant - Sit-down dining,24,0,24,0,24,fiddle head fern,fiddle head fern,Other,,,,,
2012,7,MI,Food,Norovirus Genogroup II,GII.6,Confirmed,Restaurant - Sit-down dining,244,0,197,0,197,,,,,,,,
2012,5,ME,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,14,0,14,0,14,,,,,,,,
2012,7,MN,Food,Norovirus Genogroup I,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0,9,0,9,,,,,,,,
2012,4,AZ,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,4,AZ,Food,,,,Restaurant - Sit-down dining,5,0,3,0,3,,,,,,,,
2012,6,PA,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0,9,0,9,,,,,,,,
2012,7,PA,Food,Campylobacter jejuni,,Confirmed,Other,3,0,3,0,3,"milk, whole milk unpasteurized",,Dairy,,,,,
2012,5,AZ,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,7,0,0,0,0,,,,,,,,
2012,7,RI,Food,,,,Caterer (food prepared off-site from where served),10,0,10,0,10,frosting/icing,,Multiple,,,,,
2012,7,OH,Food,Campylobacter unknown; Campylobacter jejuni,,Confirmed; Suspected,Caterer (food prepared off-site from where served),51,2,51,0,51,fruit salad,,Multiple,,,,,
2012,5,AZ,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2012,5,AZ,Food,Norovirus Genogroup I,,Confirmed,Office/indoor workplace,2,0,2,0,2,,,,,,,,
2012,7,VA,Food,Histamine,,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,"tuna, raw; tuna, raw",tuna; tuna,Fish,,,,,
2012,4,WI,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,refried beans and rice,,Multiple,,,,,
2012,5,AZ,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,11,0,2,0,2,,,,,,,,
2012,6,AZ,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,3,0,2,0,2,,,,,,,,
2012,7,FL,Food,Vibrio parahaemolyticus,,Suspected,Private home/residence,3,1,3,0,3,oysters,oysters,Mollusks,,,,,
2012,7,FL,Food,Scombroid toxin,,Confirmed,Other,3,0,3,0,3,,,,,,,,
2012,6,AZ,Food,,,,Restaurant - Sit-down dining,3,0,2,0,2,,,,,,,,
2012,6,AZ,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2012,6,PA,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),102,36,71,0,71,"tomato, unspecified",,Seeded Vegetables,,,,,
2012,5,CA,Food,Campylobacter jejuni,,Confirmed,Unknown,12,0,12,0,12,,,,,,,,
2012,6,CA,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,5,0,2,0,2,"oysters, raw",oysters,Mollusks,,,,,
2012,6,WA,Food,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,14,,,,,,,,,,,,
2012,4,CA,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,12,1,12,0,12,vegetable-based salads unspecified,lettuce,Vegetable Row Crops,,,,,
2012,4,TN,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2012,5,TN,Food,Salmonella enterica,Heidelberg,Confirmed,,16,5,16,0,16,"pork, bbq",,Multiple,,,,,
2012,6,TN,Food,Campylobacter unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",15,0,15,0,15,"salad, unspecified",,Multiple,,,,,
2012,6,TN,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12,1,8,0,8,eggs,,Eggs,,,,,
2012,7,TN,Food,Salmonella enterica,Newport,Confirmed,"Fair, festival, other temp or mobile services",27,1,27,0,27,"pork, bbq",,Multiple,,,,,
2012,8,OH,Food,Norovirus,,Suspected,Caterer (food prepared off-site from where served),22,0,22,0,22,,,,,,,,
2012,7,IL,Food,Salmonella enterica,Wimborne,Confirmed,Restaurant - Sit-down dining,2,1,2,0,2,,,,,,,,
2012,7,MN,Food,Campylobacter jejuni,,Confirmed,Private home/residence,8,0,8,0,8,,,,,,,,
2012,7,IL,Food,Salmonella enterica,Agona,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),10,0,10,0,10,,,,,,,,
2012,8,MN,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,,
2012,8,OH,Food,Norovirus,,Suspected,Private home/residence,10,0,0,0,10,,,,,,,,
2012,6,FL,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,milkshake,,Multiple,,,,,
2012,3,AZ,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),66,1,66,0,66,"beef, bbq",,Multiple,,,,,
2012,8,OH,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",2,0,2,0,2,,,,,,,,
2012,8,CT,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2012,8,LA,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,2,3,0,3,beef,,Beef,,,,,
2012,8,OH,Food,Campylobacter unknown,,Suspected,Private home/residence,4,0,2,0,4,,,,,,,,
2012,7,WA,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2012,8,MN,Food,Salmonella enterica,,Confirmed,Other,5,1,5,0,5,turkey jerky,turkey,Turkey,,,,,
2012,7,MA,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,2,2,0,2,"oysters, raw",,Mollusks,,,,,
2012,3,MA,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,23,4,11,0,11,"sandwich, chicken salad; grilled chicken salad",,Multiple,,,,,
2012,6,MI,Food,,,,Private home/residence; Banquet Facility (food prepared and served on-site),18,0,18,0,18,chicken salad,,Multiple,,,,,
2012,7,ND,Food,,,,Hospital,66,0,66,0,66,lasagna,,Multiple,,,,,
2012,6,IA,Food,Campylobacter jejuni,,Confirmed,Caterer (food prepared off-site from where served),3,1,3,0,3,,,,,,,,
2012,5,HI,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),63,5,63,,,,,,,,,,
2012,5,FL,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),11,0,11,0,11,"pork, bbq",n/a,Multiple,,,,,
2012,4,MA,Food,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",18,7,12,0,18,,,,,,,,
2012,8,MN,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,potatoes,,Root/Underground,,,,,
2012,8,MN,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,24,2,6,0,24,"beef, raw",ground beef,Beef,,,,,
2012,3,CA,Food,Campylobacter jejuni,,Confirmed,,11,0,11,0,11,"chicken, other",,Chicken,,,,,
2012,6,TN,Food,,,,Unknown,48,0,48,0,48,"sandwich, ham/cheese; macaroni and cheese; pork, bbq",,Multiple,,,,,
2012,6,OR,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,7,,7,,7,,,,,,,,
2012,7,OR,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Banquet Facility (food prepared and served on-site),27,1,27,0,27,coleslaw; pulled pork sandwiches,,Multiple,,,,,
2012,8,OR,Food,Norovirus Genogroup II,GII.1,Confirmed,Caterer (food prepared off-site from where served),18,0,,,,,,,,,,,
2012,9,IL,Food,Norovirus Genogroup I,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,,,,,,
2012,7,SD,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),32,0,32,0,32,pork,,Pork,,,,,
2012,1,WI,Food,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2012,6,MA,Food,Salmonella enterica,Bareilly,Confirmed,Restaurant - Sit-down dining,9,1,8,0,8,,,,,,,,
2012,8,NY,Food,Norovirus Genogroup II,other,Confirmed,Private home/residence,22,0,22,0,22,potato-macaroni salad,,Multiple,,,,,
2012,9,IL,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,16,0,16,0,16,,,,,,,,
2012,3,CO,Food,,,,Restaurant - Sit-down dining,22,0,22,0,22,,,,,,,,
2012,4,CO,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),37,0,37,0,37,"gravy, beef","beef; gravy, beef",Multiple,,,,,
2012,6,CO,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,15,0,0,0,0,,,,,,,,
2012,5,CO,Food,Salmonella enterica,Brandenburg,Confirmed,Restaurant - Sit-down dining,5,0,4,0,4,,,,,,,,
2012,5,AZ,Food,,,,Restaurant - Sit-down dining,3,,0,,0,,,,,,,,
2012,8,MD,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2012,8,OH,Food,Campylobacter jejuni,,Confirmed,Private home/residence,2,0,2,0,2,"milk, whole milk unpasteurized",,Dairy,,,,,
2012,8,OH,Food,Campylobacter unknown,,Suspected,Private home/residence,4,0,4,0,4,"milk, whole milk unpasteurized",,Dairy,,,,,
2012,5,AZ,Food,Norovirus Genogroup II,,Suspected,,2,0,0,0,0,,,,,,,,
2012,8,MA,Food,Listeria monocytogenes,,Confirmed,Restaurant - Sit-down dining,3,3,3,0,3,,,,,,,,
2012,6,MI,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2012,7,IL,Food,,,,Restaurant - Sit-down dining,2,1,2,0,2,,,,,,,,
2012,3,MA,Food,,,,Other,84,0,84,0,84,,,,,,,,
2012,5,IA,Food,Salmonella enterica,Thompson,Confirmed,,6,1,6,0,6,,,,,,,,
2012,3,TX,Food,,,,,10,,,,,,,,,,,,
2012,9,OH,Food,Norovirus Genogroup II,GII.1,Confirmed,Caterer (food prepared off-site from where served),4,0,4,0,4,,,,,,,,
2012,9,OH,Food,Norovirus Genogroup II,GII.1,Confirmed,Banquet Facility (food prepared and served on-site),37,2,10,0,10,"iceberg lettuce, unspecified",lettuce,Vegetable Row Crops,,,,,
2012,8,TN,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,13,0,13,0,13,,,,,,,,
2012,8,AZ,Food,,,,,5,0,5,0,5,,,,,,,,
2012,9,MN,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,tuna steak,tuna,Fish,,,,,
2012,8,CA,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3,0,3,0,3,tuna burger,tuna,Fish,,,,,
2012,7,CA,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"fish, tuna, spicy roll",tuna,Fish,,,,,
2012,9,MN,Food,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0,13,0,13,"cheese, unspecified","cheese, unspecified",Dairy,,,,,
2012,6,CA,Food,,,,Restaurant - Sit-down dining; Private home/residence; Grocery store,7,0,7,0,7,,,,,,,,
2012,5,WI,Food,Norovirus Genogroup I,GI.6,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2012,8,CO,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,,,,,,
2012,8,CO,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,5,UT,Food,Campylobacter jejuni,,Confirmed,,7,0,4,0,7,,,,,,,,
2012,9,OH,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,11,0,11,0,11,,,,,,,,
2012,9,MN,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,14,1,14,0,14,"sandwich, unspecified",,Multiple,,,,,
2012,9,IL,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),22,0,0,0,0,tomatoes; onions,,Multiple,,,,,
2012,8,IL,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,17,1,17,0,17,,,,,,,,
2012,9,IL,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 New Orleans; GII.4 New Orleans,Confirmed; Confirmed,Restaurant - Sit-down dining,45,0,45,0,45,,,,,,,,
2012,9,OR,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,lettuce,,Vegetable Row Crops,,,,,
2012,8,PA,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,0,0,0,0,"ground beef, meatballs",beef,Beef,,,,,
2012,9,PA,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,9,7,9,0,9,salads,romaine lettuce,Vegetable Row Crops,,,,,
2012,9,NY,Food,Salmonella enterica,Javiana,Confirmed,Restaurant - Sit-down dining,6,2,5,0,5,,,,,,,,
2012,8,ME,Food,Salmonella enterica,Newport,Confirmed,Grocery store,2,1,2,0,2,,,,,,,,
2012,8,AK,Food,Trichinella unknown,,Suspected,Private home/residence,3,1,3,0,3,moose; pork,,Multiple,,,,,
2012,4,FL,Food,,,,Prison/jail,123,0,123,0,123,chili unspecified,,Multiple,,,,,
2012,8,AK,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",,Mollusks,,,,,
2012,7,NV,Food,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,18,0,18,0,18,chicken dishes,,Multiple,,,,,
2012,9,SC,Food,Staphylococcus aureus,,Confirmed,Restaurant - Sit-down dining,20,0,20,0,20,"pork, bbq",,Multiple,,,,,
2012,8,MI,Food,,,,Caterer (food prepared off-site from where served),2,0,2,0,2,,,,,,,,
2012,9,MN,Food,Salmonella enterica,Bareilly,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"sushi, unspecified",,Multiple,,,,,
2012,9,GA,Food,,,,Long-term care/nursing home/assisted living facility,19,7,19,0,19,,,,,,,,
2012,9,OH,Food,,,,Grocery store,7,0,3,0,3,"pork, carnitas",,Multiple,,,,,
2012,5,KS,Food,Salmonella enterica,Montevideo,Confirmed,Private home/residence,13,0,13,0,13,,,,,,,,
2012,9,OH,Food,Yersinia enterocolitica,,Suspected,Private home/residence,4,0,4,0,4,,,,,,,,
2012,3,UT,Food,Campylobacter jejuni,,Suspected,Other,2,0,1,0,1,cheese curds,raw milk,Dairy,,,,,
2012,2,UT,Food,Campylobacter jejuni,,Confirmed,Farm/dairy,8,0,3,0,3,"milk, unpasteurized","milk, unpasteurized",Dairy,,,,,
2012,9,HI,Food,Salmonella unknown,,Confirmed,Unknown,16,7,16,0,16,,,,,,,,
2012,9,FL,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,ice,ice,Other,,,,,
2012,2,Puerto Rico,Food,Histamine,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"fish, marlin",,Fish,,,,,
2012,5,OK,Food,,,,Banquet Facility (food prepared and served on-site); Other,10,0,10,0,10,,,,,,,,
2012,6,OK,Food,Salmonella enterica,Typhimurium,Confirmed,,10,2,10,0,10,,,,,,,,
2012,8,CA,Food,Norovirus Genogroup II,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),6,0,6,0,6,,,,,,,,
2012,4,AR,Food,,,,,5,0,5,0,5,,,,,,,,
2012,9,IL,Food,Salmonella enterica,Enteritidis,Confirmed,Other,17,1,17,0,17,,,,,,,,
2012,10,IL,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 Sydney; GII.4 Sydney,Confirmed; Confirmed,Restaurant - Sit-down dining,23,1,23,0,23,"salad, unspecified",,Multiple,,,,,
2012,1,NJ,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,0,0,7,,,,,,,,
2012,9,OR,Food,Norovirus Genogroup I,GI.5,Confirmed,Restaurant - Sit-down dining,7,,7,,7,,,,,,,,
2012,5,Puerto Rico,Food,,,,Restaurant - Sit-down dining,11,0,11,0,11,macaroni salad,,Multiple,,,,,
2012,9,TX,Food,,,,,36,2,36,0,36,,,,,,,,
2012,2,IN,Food,,,,,21,0,,0,,,,,,,,,
2012,10,MN,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,7,CO,Food,Staphylococcus aureus,,Suspected,Caterer (food prepared off-site from where served),60,2,60,0,60,"turkey, smoked",turkey,Turkey,,,,,
2012,10,MN,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,1,4,0,4,,,,,,,,
2012,8,KS,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,16,0,16,0,16,,,,,,,,
2012,9,KS,Food,,,,Restaurant - Sit-down dining,8,0,8,0,8,,,,,,,,
2012,9,ND,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2012,9,ND,Food,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),10,0,10,0,10,,,,,,,,
2012,8,CA,Food,Other - Chemical/Toxin,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,fish,,Fish,,,,,
2012,9,WA,Food,Paralytic shellfish poison,,Confirmed,Private home/residence,7,4,7,0,7,mussels,,Mollusks,,,,,
2012,1,CA,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,6,NE,Food,,,,,52,,,,,,,,,,,,
2012,8,NE,Food,,,,,21,5,21,,,,,,,,,,
2012,6,PA,Food,,,,Restaurant - other or unknown type,12,0,4,0,4,,,,,,,,
2012,9,CA,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",oysters,Mollusks,,,,,
2012,9,OH,Food,Norovirus,,Suspected,Private home/residence,2,0,2,0,2,,,,,,,,
2012,10,IL,Food,,,,Restaurant - Sit-down dining,11,0,9,0,9,,,,,,,,
2012,10,VA,Food,Salmonella enterica,Javiana,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",25,3,25,0,25,,,,,,,,
2012,10,IL,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,10,OH,Food,Norovirus Genogroup II,GII.6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,1,14,0,14,,,,,,,,
2012,10,CT,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,,
2012,9,NY,Food,Shigella sonnei,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,2,11,0,11,,,,,,,,
2012,10,TX,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,,
2012,6,CA,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,180,0,0,0,143,,,,,,,,
2012,10,MN,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,19,0,19,0,19,,,,,,,,
2012,9,KY,Food,Campylobacter jejuni,,Confirmed,Religious facility,3,1,3,0,3,,,,,,,,
2012,3,Puerto Rico,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, hogfish",,Fish,,,,,
2012,9,MD,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,9,2,9,0,9,,,,,,,,
2012,10,LA,Food,Norovirus,,Suspected,,27,0,27,0,27,,,,,,,,
2012,10,OR,Food,Campylobacter jejuni,,Confirmed,Private home/residence,9,0,9,0,9,chicken liver pate,"liver, chicken",Chicken,,,,,
2012,10,OR,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,1,4,0,4,,,,,,,,
2012,10,OR,Food,Norovirus Genogroup I,GI.5,Confirmed,,52,,52,,52,,,,,,,,
2012,10,OR,Food,Norovirus Genogroup II,GII.6,Suspected,,7,0,7,0,7,,,,,,,,
2012,10,IL,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.6; GII.6,Confirmed; Confirmed,Restaurant - Sit-down dining,53,0,53,0,53,,,,,,,,
2012,7,MD,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,2,7,0,7,,,,,,,,
2012,10,TX,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,,,,,,
2012,9,MI,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,,,,,,
2012,8,AL,Food,,,,Private home/residence,22,0,22,0,22,ribs,,Multiple,,,,,
2012,9,AL,Food,Salmonella enterica,Braenderup,Confirmed,Private home/residence,35,7,35,0,35,"chicken, smoked; rice",,Multiple,,,,,
2012,10,IL,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),12,1,12,0,12,,,,,,,,
2012,11,IL,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,15,0,15,0,15,,,,,,,,
2012,10,OH,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),47,0,47,0,47,,,,,,,,
2012,6,CA,Food,,,,Restaurant - Sit-down dining,5,0,0,0,0,,,,,,,,
2012,9,AZ,Food,,,,Private home/residence,12,0,0,0,0,,,,,,,,
2012,11,MN,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),24,0,24,0,24,asparagus; salads,asparagus,Vegetable Row Crops,,,,,
2012,11,OH,Food,Norovirus Genogroup I,GI.6,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,,,,,,,,
2012,9,OH,Food,,,,Restaurant - Sit-down dining,3,2,3,0,3,,,,,,,,
2012,9,MN,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,9,1,9,0,9,,,,,,,,
2012,10,MN,Food,,,,Banquet Facility (food prepared and served on-site),12,0,12,0,12,,,,,,,,
2012,11,MN,Food,,,,Caterer (food prepared off-site from where served),22,0,22,0,22,,,,,,,,
2012,11,OH,Food,,,,Restaurant - Sit-down dining,7,1,4,0,4,,,,,,,,
2012,5,MT,Food,,,,Caterer (food prepared off-site from where served),18,0,13,0,13,"chicken, other",,Chicken,,,,,
2012,4,WI,Food,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),22,2,22,0,22,,,,,,,,
2012,10,TX,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),91,0,91,0,91,,,,,,,,
2012,10,OH,Food,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",2,1,2,0,0,,,,,,,,
2012,9,FL,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,rice,rice,Grains-Beans,,,,,
2012,11,OH,Food,Norovirus Genogroup II,GII.4 Sydney,Suspected,Restaurant - Sit-down dining,2,0,0,0,0,,,,,,,,
2012,10,MT,Food,,,,Religious facility,39,0,39,0,39,turkey,,Turkey,,,,,
2012,8,WA,Food,Vibrio parahaemolyticus,,Suspected,Private home/residence,7,0,7,0,7,"oysters, raw",,Mollusks,,,,,
2012,1,CA,Food,Clostridium botulinum,,Suspected,Other,2,2,2,0,2,"soup, broccoli and cheese",,Multiple,,,,,
2012,11,OH,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),20,0,0,0,0,,,,,,,,
2012,11,WA,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0,8,0,8,,,,,,,,
2012,8,WA,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"oysters, raw",,Mollusks,,,,,
2012,4,MA,Food,Listeria monocytogenes,,Confirmed,,3,3,3,0,3,,,,,,,,
2012,11,OH,Food,Norovirus Genogroup II,GII.5,Suspected,Banquet Facility (food prepared and served on-site),28,0,18,0,28,,,,,,,,
2012,10,KY,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,37,0,37,0,37,"salad, unspecified",,Multiple,,,,,
2012,11,MN,Food,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site),50,0,50,0,50,,,,,,,,
2012,10,OH,Food,Histamine,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,yellowfin tuna,tuna,Fish,,,,,
2012,10,GA,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,grilled or fried chicken salad,,Multiple,,,,,
2012,11,OR,Food,Sapovirus,,Confirmed,School/college/university,8,0,,,,,,,,,,,
2012,10,FL,Food,Salmonella enterica,Anatum,Suspected,Restaurant - Sit-down dining,2,1,2,0,2,"fish, white",chicken,Chicken,,,,,
2012,10,IL,Food,Salmonella enterica; Salmonella enterica,Stanley; Stanley,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,3,29,0,29,,,,,,,,
2012,11,OH,Food,Clostridium perfringens,,Suspected,Other,9,0,9,0,9,,,,,,,,
2012,2,MD,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),43,0,43,0,43,,,,,,,,
2012,11,KY,Food,Other,,Suspected,Unknown,10,,0,,0,,,,,,,,
2012,11,FL,Food,,,,Restaurant - Sit-down dining,25,0,25,0,25,,,,,,,,
2012,10,HI,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,16,0,16,0,16,,,,,,,,
2012,10,CA,Food,Other - Bacterium,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,5,0,5,"tacos; nachos, unspecified",,Multiple,,,,,
